,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Cluster 11,Cluster 12,Louvain,
0,1,3,3,3,6,6,6,9,10,10,10,4,
1,2,3,3,3,6,6,6,9,9,9,9,4,
2,2,3,3,5,5,5,5,5,5,5,5,4,
3,2,2,3,5,5,5,5,5,9,9,9,4,
4,0,3,3,3,6,6,6,9,10,10,10,4,
5,0,0,4,4,4,4,4,4,4,4,4,2,
6,0,3,3,3,6,6,6,9,9,9,9,4,
7,0,0,4,4,4,7,7,7,7,7,7,0,
8,0,0,4,4,4,7,7,7,7,7,7,0,
9,2,2,2,5,6,7,4,6,6,6,6,2,
10,2,2,4,4,4,4,4,4,4,4,4,2,
11,0,1,4,4,4,4,4,4,4,4,4,2,
12,1,1,4,4,4,4,4,4,4,4,4,2,
13,2,2,2,4,6,4,4,6,6,6,6,2,
14,1,3,3,3,3,3,3,3,3,3,3,2,
15,1,3,3,3,3,3,3,3,3,3,3,2,
16,0,0,0,0,0,0,8,8,8,8,8,2,
17,1,3,3,3,3,3,3,3,3,3,3,2,
18,1,3,3,3,3,3,3,3,3,3,3,2,
19,0,0,0,0,0,0,0,0,0,11,8,2,
20,0,3,4,4,3,3,3,3,3,11,11,2,
21,1,1,4,4,4,4,4,4,4,4,4,2,
22,99,99,99,99,99,99,99,99,99,99,99,99,
23,2,2,2,3,6,7,7,6,6,6,6,2,
24,2,2,2,0,6,7,7,6,6,6,6,2,
25,2,2,2,5,5,1,1,6,9,9,9,4,
26,1,3,3,3,3,3,3,3,3,3,3,2,
27,1,1,1,1,1,1,1,1,1,1,1,3,
28,1,1,1,1,1,1,1,1,1,1,1,3,
29,1,1,1,1,1,1,1,1,1,1,1,3,
30,2,2,3,5,5,5,5,5,5,5,5,4,
31,2,2,3,5,5,5,5,5,5,5,5,4,
32,2,2,3,5,5,5,5,5,5,5,5,4,
33,1,1,1,1,1,1,1,1,1,1,1,3,
34,1,1,1,1,1,1,1,1,1,1,1,3,
35,0,3,3,3,6,6,6,9,10,10,10,4,
36,2,2,2,2,2,7,7,7,7,7,7,0,
37,2,2,2,2,2,2,2,2,2,2,2,0,
38,1,1,1,1,1,1,1,1,1,1,1,3,
39,2,2,2,2,2,2,2,2,2,2,2,0,
40,1,1,1,1,1,1,1,1,1,1,3,3,
41,0,0,0,0,4,0,0,0,0,0,0,3,
42,0,0,0,0,4,0,0,0,0,0,0,3,
43,0,1,1,2,6,4,3,4,10,10,10,3,
44,2,2,2,2,2,2,2,2,2,2,2,0,
45,2,2,2,2,2,2,2,2,2,2,2,0,
46,1,1,1,1,1,1,8,8,8,8,8,2,
47,2,2,2,2,2,2,2,2,2,2,2,0,
48,1,1,1,1,1,1,1,1,1,1,1,3,
49,1,1,1,1,1,1,1,1,1,1,1,3,
50,0,0,0,0,0,0,0,8,8,11,11,2,
51,1,1,1,1,1,1,1,1,1,1,1,3,
52,0,0,0,0,0,0,0,0,0,8,12,2,
53,1,1,1,1,1,1,1,1,1,1,1,3,
54,99,99,99,99,99,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,99,99,99,99,99,
Modularity,0.09657976772163279,0.14301990973041448,0.18774416524904508,0.19952079608872986,0.21397758642606113,0.21018478652411102,0.21096079132864692,0.21541633167831206,0.2103679871699316,0.20626323680421277,0.1978686122868199,0.2557252862859478,
NMI,0.23508544003518825,0.37524620976494444,0.51162338488830894,0.55173975741565717,0.58001915100669788,0.60676645703427512,0.64769773525229379,0.68515546705580554,0.7037740949482123,0.72313269718711137,0.68759390819983812,1.0,
Silhoutte,-0.00843216,0.03874778,0.09339364,0.15649476,0.21111656,0.26385601,0.25557276,0.30206733,0.32013966,0.31990616,0.32059879,0.11944307,
