,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Cluster 11
0,0,3,3,5,5,5,5,5,5,5
1,0,0,1,1,6,6,6,6,6,6
2,0,3,3,5,5,5,5,5,5,5
3,2,2,3,3,3,3,8,2,2,2
4,0,3,2,5,5,5,5,5,5,5
5,0,0,2,0,0,0,2,8,8,11
6,0,2,1,1,6,6,6,6,6,6
7,2,2,2,2,2,2,2,8,8,8
8,0,0,0,0,0,7,7,7,7,7
9,1,1,2,2,2,2,8,2,2,2
10,2,2,2,4,4,2,2,8,8,8
11,2,2,0,0,6,7,1,9,10,10
12,2,2,4,4,4,4,4,4,8,4
13,2,2,3,3,3,3,3,8,3,8
14,2,2,4,4,4,4,4,4,4,4
15,2,2,4,4,4,4,4,4,4,4
16,2,2,4,4,4,4,8,4,4,4
17,2,2,4,4,4,4,4,4,4,4
18,2,2,4,4,4,4,4,4,4,4
19,2,2,4,4,4,4,4,4,4,4
20,0,0,4,4,4,4,4,4,4,11
21,2,2,1,1,6,6,6,6,6,6
22,0,2,4,4,4,4,4,4,4,4
23,2,3,3,3,3,3,2,8,8,8
24,2,3,3,3,3,3,3,3,3,3
25,2,2,2,3,3,3,8,2,3,2
26,2,3,3,3,3,3,3,3,3,3
27,1,1,2,2,2,2,8,2,2,2
28,1,1,1,1,1,2,8,2,2,2
29,1,1,1,1,1,2,8,2,9,9
30,2,1,2,2,2,2,8,2,2,2
31,0,0,4,5,6,6,8,9,10,10
32,1,1,2,2,2,2,8,2,2,2
33,2,1,2,2,2,2,8,2,2,2
34,1,1,1,1,1,2,8,9,2,2
35,1,1,2,5,5,5,5,5,5,5
36,1,1,1,1,1,7,1,7,7,7
37,2,2,2,1,1,7,7,7,7,7
38,2,2,2,0,1,7,1,0,0,0
39,1,2,1,1,1,1,1,1,9,9
40,1,3,1,1,1,1,1,9,1,1
41,1,3,1,1,1,1,1,9,1,1
42,1,3,1,1,1,1,1,9,1,1
43,1,3,3,3,3,3,3,3,3,3
44,1,1,1,1,1,7,1,1,9,9
45,1,3,3,3,3,3,3,3,3,3
46,1,3,1,1,1,7,7,1,9,9
47,2,2,1,1,1,7,7,7,7,7
48,2,2,2,1,1,7,7,7,7,7
49,1,1,1,1,1,1,8,1,9,9
50,1,3,3,3,3,3,3,3,3,3
51,1,1,1,1,1,5,7,1,9,9
52,2,0,4,5,6,6,6,9,10,10
53,1,1,1,1,1,6,8,1,9,9
54,99,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99,99
