,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Cluster 11,Louvain,
0,2,3,4,4,4,7,7,7,10,10,1,
1,0,0,0,0,0,7,7,7,7,7,3,
2,1,1,1,1,1,5,1,1,1,1,1,
3,1,1,1,1,1,5,1,1,1,1,1,
4,2,2,4,4,4,7,7,7,10,10,1,
5,0,0,0,0,0,0,0,0,0,11,3,
6,2,3,3,3,3,3,3,3,3,3,0,
7,1,1,1,1,1,5,1,1,1,1,1,
8,1,1,1,1,1,5,1,1,1,1,1,
9,1,1,1,1,1,5,1,1,1,1,1,
10,1,1,1,1,1,5,1,1,1,1,1,
11,1,1,1,1,1,5,5,9,9,9,1,
12,1,1,1,1,1,5,1,1,1,1,1,
13,1,1,4,4,4,5,7,9,10,10,1,
14,2,2,2,2,6,6,6,6,6,6,3,
15,2,2,2,2,2,2,2,2,5,5,3,
16,2,2,2,2,2,2,2,2,5,5,3,
17,2,2,2,2,2,2,2,2,5,5,3,
18,1,2,2,2,2,2,2,2,5,5,3,
19,2,2,2,2,6,6,2,2,5,5,3,
20,0,0,4,4,4,4,4,4,4,4,3,
21,1,2,2,2,2,5,2,2,5,5,3,
22,2,2,2,2,2,2,2,2,5,5,3,
23,1,1,1,4,4,5,4,9,9,9,1,
24,1,1,1,1,1,5,1,1,1,1,1,
25,1,2,1,5,5,5,8,8,8,8,2,
26,2,3,3,3,3,3,3,3,3,3,0,
27,1,1,1,5,5,5,5,5,1,1,1,
28,2,3,3,3,3,3,3,3,3,3,0,
29,2,3,3,3,3,3,3,3,3,3,0,
30,2,3,3,3,3,3,3,3,3,3,0,
31,1,1,4,4,4,4,4,9,9,9,1,
32,0,2,2,2,2,2,2,2,2,2,3,
33,1,1,4,4,4,4,4,4,4,4,1,
34,1,1,1,5,4,4,4,9,9,9,1,
35,1,1,1,1,1,7,7,7,10,10,1,
36,1,1,1,5,5,5,1,1,1,1,1,
37,1,1,1,1,1,5,1,1,1,1,1,
38,2,3,3,3,3,3,3,3,3,3,0,
39,2,3,3,3,3,3,3,3,3,3,0,
40,2,2,2,5,6,6,6,6,6,6,3,
41,1,1,1,5,5,1,5,5,1,1,3,
42,2,2,2,5,6,6,6,6,6,6,3,
43,2,3,3,3,3,3,3,3,3,3,0,
44,2,2,2,5,5,1,5,5,6,6,3,
45,1,2,2,5,5,1,5,5,6,6,3,
46,1,1,1,4,5,5,1,5,1,1,1,
47,0,0,0,0,0,0,8,8,8,8,2,
48,1,2,1,5,5,1,5,5,1,1,3,
49,1,2,1,5,5,1,5,5,1,1,3,
50,2,3,3,3,3,3,3,3,3,3,0,
51,1,2,1,5,5,1,5,5,7,7,3,
52,1,1,4,4,4,4,4,4,4,4,1,
53,1,1,1,5,5,1,5,5,7,1,3,
54,99,99,99,99,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,99,99,99,99,
Modularity,0.08610708409710739,0.11293992094987651,0.11419108948430483,0.10869899264618159,0.10167889887582769,0.10128074455384142,0.10159067942974803,0.09950572925560656,0.09520945267185163,0.09666591311808635,0.1312774583521913,
NMI,0.35412457815279191,0.65779773825326326,0.60394720203331853,0.61700854963763263,0.6036080733551803,0.60824701436430628,0.63398299900567745,0.63164739174177131,0.62681715436785712,0.61408302418425886,1.0,
Silhoutte,0.12169549,0.15026602,0.19741422,0.15368519,0.15316557,0.17162042,0.18908418,0.19534054,0.1588392,0.16950267,0.14838485,
