,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9
0,0,0,0,0,6,6,8,9
1,1,1,3,3,4,7,8,8
2,0,1,4,4,4,4,4,4
3,1,3,3,3,3,3,3,3
4,0,0,1,1,6,6,8,9
5,1,3,0,0,6,6,8,8
6,1,3,3,3,3,3,3,8
7,1,3,3,3,3,3,3,3
8,1,1,4,4,4,7,7,7
9,2,2,4,4,4,4,4,4
10,1,3,3,3,3,3,3,3
11,1,3,3,3,3,3,3,3
12,1,3,3,3,3,3,3,3
13,1,3,3,3,3,3,3,3
14,1,1,1,1,1,1,1,1
15,1,1,1,1,1,1,1,1
16,1,1,1,1,1,1,1,1
17,1,1,1,1,1,1,1,1
18,1,1,1,1,1,1,1,1
19,1,1,1,1,1,1,1,1
20,1,1,1,1,1,1,1,1
21,1,3,2,1,1,1,8,8
22,1,1,1,1,1,1,1,1
23,1,3,3,3,3,3,3,3
24,1,3,3,3,3,3,3,3
25,2,1,2,1,1,1,1,1
26,2,1,1,1,1,1,1,1
27,1,3,3,3,3,3,3,3
28,1,3,3,3,3,3,3,3
29,2,2,2,2,2,2,2,2
30,0,2,4,4,4,4,4,4
31,0,0,4,4,4,4,4,4
32,0,0,0,5,5,5,5,5
33,2,2,2,2,2,2,2,2
34,0,3,4,4,4,4,4,4
35,0,0,1,0,6,6,6,6
36,0,1,4,4,4,7,7,7
37,2,2,2,2,2,2,2,6
38,2,2,2,2,2,2,2,2
39,2,2,2,2,2,2,2,2
40,2,2,2,5,5,5,5,5
41,2,2,2,5,5,5,5,5
42,2,2,2,5,5,5,5,5
43,2,2,2,5,5,5,5,5
44,2,2,2,2,2,2,2,2
45,2,2,2,2,2,2,2,2
46,1,3,3,3,3,3,3,3
47,1,0,0,0,0,0,0,3
48,2,2,2,2,2,2,2,2
49,2,2,2,2,2,2,2,2
50,0,3,3,5,5,5,5,5
51,2,2,4,5,5,7,7,7
52,1,3,3,3,6,6,6,6
53,2,2,4,5,6,6,6,6
54,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99
