,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Cluster 11,Cluster 12,Louvain,LPA
0,0,0,4,4,4,4,4,4,4,4,4,3,0
1,0,1,4,4,6,7,7,7,7,7,7,1,1
2,0,0,4,4,4,4,4,4,4,4,4,3,0
3,0,3,3,3,3,3,3,3,3,3,3,1,2
4,0,0,4,4,4,4,4,4,4,4,4,3,0
5,0,2,2,2,6,6,8,6,2,11,11,0,2
6,1,1,4,4,6,7,7,7,7,7,7,1,1
7,0,3,4,4,6,7,7,7,7,7,7,1,1
8,0,0,4,4,6,6,6,6,6,6,6,4,3
9,0,3,3,3,3,3,3,3,3,3,3,1,2
10,0,3,3,3,3,3,3,3,3,3,3,1,2
11,1,1,1,1,1,1,8,8,8,8,8,4,4
12,0,3,3,3,6,3,8,8,8,11,11,1,2
13,0,3,3,3,3,3,3,3,3,3,12,0,2
14,2,2,2,2,2,2,2,2,2,2,2,0,2
15,2,2,2,2,2,2,2,2,2,2,2,0,5
16,1,3,3,1,1,1,8,8,8,8,1,4,3
17,2,2,2,2,2,2,2,2,2,2,2,0,5
18,2,2,2,2,2,2,2,2,2,2,2,0,5
19,2,2,2,2,2,2,2,2,2,2,2,0,5
20,2,2,2,2,2,2,2,2,2,2,2,0,5
21,2,2,2,2,2,2,2,2,2,2,2,0,2
22,2,2,2,2,2,2,2,2,2,2,2,0,5
23,0,3,3,3,3,3,3,3,3,3,3,1,2
24,0,3,3,3,3,3,3,3,3,3,3,1,2
25,0,3,3,5,5,6,5,5,5,9,9,0,2
26,2,2,2,3,3,2,3,5,3,9,12,0,2
27,0,0,0,5,5,5,5,9,9,5,5,2,2
28,1,1,1,5,5,5,5,5,5,9,9,4,4
29,1,1,1,1,1,1,1,1,1,1,1,4,4
30,0,0,0,5,5,5,5,9,9,5,5,2,2
31,1,1,1,1,1,1,1,1,1,1,1,4,4
32,0,3,3,5,5,5,5,5,5,9,9,1,2
33,0,3,3,5,5,5,5,5,5,9,9,1,2
34,1,3,3,5,5,5,5,9,10,10,10,4,3
35,1,1,4,4,4,4,4,4,4,4,4,3,0
36,1,1,4,4,6,6,6,6,6,6,6,4,3
37,1,1,1,1,1,1,1,1,1,6,1,4,3
38,1,3,3,1,1,1,1,1,1,6,6,4,3
39,1,1,1,1,1,1,1,1,1,1,1,4,4
40,1,0,0,1,1,0,1,1,1,8,8,4,3
41,1,1,1,1,1,1,1,1,1,1,1,4,4
42,1,1,1,1,1,1,1,1,1,1,1,4,4
43,0,0,3,3,3,3,3,3,3,3,12,1,2
44,1,1,1,1,1,1,1,1,1,1,1,4,4
45,0,0,0,0,0,0,8,8,8,8,8,0,3
46,1,1,1,1,1,1,1,1,1,1,1,4,4
47,1,1,1,1,1,1,1,1,1,1,1,4,3
48,1,1,1,1,1,1,1,1,1,1,1,4,4
49,1,1,1,1,1,1,1,1,1,1,1,4,4
50,1,1,1,1,1,1,1,1,1,1,1,4,4
51,1,1,1,1,1,1,1,1,1,1,1,4,4
52,1,1,1,1,1,1,1,1,1,1,1,4,3
53,1,1,1,1,1,1,1,1,1,1,1,4,4
54,99,99,99,99,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99,99,99,99,99
Modularity,0.17356387674711857,0.144833253200355,0.15638957744350854,0.18072805863628952,0.18144497335094095,0.17627795092304224,0.17465649344648737,0.16514732325318685,0.17112757619274746,0.14932474352081365,0.15668044261085806,0.19968658697636577,0.14186609338713493
NMI,0.59023831470695431,0.50343073803721516,0.60683633798381209,0.62099784782894352,0.63547624393320701,0.69310533772734184,0.62425737783273105,0.64201719719329686,0.67869246346795187,0.66236214269204741,0.68302819364042733,1.0,0.67022149571715139
