,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Louvain,LPA
0,0,0,4,4,4,4,4,4,4,0,0
1,2,2,2,0,6,7,7,7,7,2,1
2,1,3,4,4,4,4,4,4,4,0,0
3,2,3,3,3,3,3,8,8,8,1,2
4,0,0,4,4,4,4,4,4,4,0,0
5,1,1,1,1,1,1,1,1,1,2,3
6,2,2,2,0,6,7,7,7,7,2,1
7,1,1,1,3,6,7,7,7,7,2,2
8,0,0,0,0,6,6,3,3,6,3,4
9,0,3,3,3,3,3,8,8,8,1,1
10,1,1,1,1,1,1,8,1,1,2,2
11,1,1,1,1,1,1,1,1,1,2,3
12,1,1,1,1,1,1,1,1,1,2,3
13,1,3,3,3,3,3,8,8,8,2,2
14,1,1,1,1,1,1,8,9,9,2,1
15,1,1,1,1,1,1,1,1,1,2,5
16,1,1,1,1,1,1,1,1,1,2,3
17,1,1,1,1,1,1,1,1,1,2,5
18,1,1,1,1,1,1,1,1,1,2,5
19,1,1,1,1,1,1,1,1,1,2,5
20,1,1,1,1,1,1,1,1,1,2,5
21,1,1,1,1,1,1,1,1,1,2,5
22,1,1,1,1,1,1,1,1,1,2,5
23,0,3,3,3,3,3,8,8,8,1,1
24,2,3,3,3,3,3,2,2,2,1,2
25,0,0,0,3,3,3,8,9,9,1,1
26,2,3,3,3,3,3,3,3,2,1,2
27,2,2,2,2,2,2,1,1,1,3,6
28,2,2,2,2,2,2,2,2,2,3,3
29,2,2,2,2,2,2,2,2,2,3,6
30,2,3,3,5,5,5,5,5,5,1,7
31,0,3,3,5,5,5,5,5,5,1,7
32,0,3,3,5,5,5,5,5,5,1,7
33,2,3,3,5,5,5,5,5,5,1,7
34,2,2,2,2,2,2,2,2,2,3,4
35,2,2,4,4,4,4,4,4,4,0,0
36,0,0,0,0,6,6,3,3,6,3,4
37,0,0,0,0,0,6,3,3,3,3,4
38,0,0,0,0,0,0,0,0,3,3,4
39,2,2,2,2,2,2,2,2,2,3,4
40,2,2,2,2,2,6,6,6,10,3,6
41,1,3,0,0,6,6,6,6,10,3,8
42,1,0,0,0,6,6,6,6,10,3,8
43,2,3,3,3,3,3,2,2,2,1,2
44,2,2,2,2,2,2,2,2,2,3,6
45,0,0,0,0,0,0,0,9,9,1,4
46,2,2,2,2,2,2,2,2,2,3,6
47,0,3,3,0,6,6,3,3,3,3,4
48,2,2,2,2,2,2,2,2,2,3,6
49,2,2,2,2,2,2,2,2,2,3,6
50,2,2,2,2,2,2,2,2,2,3,6
51,2,2,2,2,2,2,2,2,2,3,6
52,2,2,2,2,2,2,2,2,2,0,3
53,2,2,2,2,2,2,2,2,2,3,6
54,99,99,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99,99,99
Modularity,0.0801710583640689,0.09624642229342298,0.10590718597926951,0.11554164073359872,0.11672961702033835,0.11768250662689857,0.1098013214802701,0.10871470159001831,0.10990517403954814,0.13521138945371447,0.07919049460529073
NMI,0.33157882742079997,0.50250481929891977,0.6427533974298989,0.66672293878393674,0.6762748271004001,0.72860084260198965,0.55635614907630915,0.57163030666744585,0.58086004596756891,1.0,0.58640348352480731
