,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Louvain,LPA
0,1,2,2,5,5,5,5,5,5,3,0
1,99,99,99,99,99,99,99,99,99,99,99
2,2,2,2,5,5,5,5,5,5,3,0
3,1,3,4,4,4,4,4,4,4,4,1
4,2,2,2,5,5,5,5,5,5,3,0
5,1,3,3,3,3,3,3,3,3,3,2
6,2,1,1,1,1,1,1,1,1,1,3
7,1,3,4,4,4,7,7,7,7,4,1
8,1,1,1,1,1,7,7,7,7,1,1
9,1,3,4,4,4,4,4,4,4,4,1
10,2,2,3,3,3,5,3,3,3,1,3
11,0,3,0,0,0,0,8,8,8,2,4
12,1,3,4,4,4,4,4,4,4,1,3
13,0,1,0,5,6,6,6,6,6,3,2
14,0,3,3,3,3,3,3,3,3,3,2
15,1,1,1,1,1,1,1,1,1,1,3
16,1,1,1,1,1,1,1,1,1,1,3
17,1,1,1,1,1,1,1,1,1,1,3
18,1,1,1,1,1,1,1,1,1,1,3
19,1,1,1,1,1,1,1,1,1,1,3
20,1,1,4,1,1,1,1,1,1,1,3
21,1,1,1,1,1,1,1,1,1,1,3
22,1,3,4,4,4,4,4,4,4,3,1
23,0,3,3,3,3,3,3,3,3,3,2
24,2,2,2,2,2,2,2,2,2,2,5
25,2,2,2,2,2,2,2,2,2,2,5
26,0,0,3,5,6,6,6,6,6,3,2
27,1,3,4,4,4,4,4,4,4,4,1
28,1,3,4,4,4,4,4,4,4,4,1
29,2,3,3,3,3,3,3,3,3,3,1
30,1,3,4,4,4,4,4,4,4,4,1
31,1,3,4,4,4,4,4,4,4,4,1
32,1,3,4,4,4,4,4,4,4,4,1
33,1,3,4,4,4,4,4,4,4,4,1
34,1,3,4,4,4,4,4,4,4,4,1
35,0,2,3,5,5,5,5,5,5,3,0
36,1,3,4,4,4,7,7,7,7,4,1
37,2,2,2,2,2,7,7,9,10,2,5
38,2,2,2,2,2,7,7,9,10,2,5
39,1,2,2,2,2,7,7,9,9,2,5
40,2,2,2,2,2,2,2,2,2,2,5
41,2,2,2,2,2,2,2,2,2,2,5
42,2,2,2,2,2,2,2,2,2,2,5
43,0,0,0,0,5,5,8,8,10,3,4
44,2,2,2,2,2,2,2,2,2,2,5
45,0,1,3,5,6,6,6,6,6,3,2
46,0,3,3,3,3,3,8,8,8,2,4
47,2,2,4,4,4,7,7,4,4,4,5
48,0,0,0,0,0,0,8,0,9,2,4
49,2,2,2,2,2,2,2,2,2,2,5
50,2,2,2,2,2,2,2,2,2,2,5
51,2,3,3,3,6,6,6,6,6,3,2
52,2,2,2,2,5,2,2,2,10,2,4
53,2,2,2,2,2,2,7,9,9,2,5
54,0,0,0,0,0,0,0,0,0,3,4
55,99,99,99,99,99,99,99,99,99,99,99
Modularity,0.10087607332021037,0.11472973678030118,0.13618399780148324,0.14704611568197087,0.14487695883148216,0.13323222380991592,0.137154544599917,0.13663668730375572,0.13240106755271638,0.17127819125279378,0.1518648220750095
NMI,0.33512430552872652,0.39953532187726259,0.60410240663116821,0.70885001117699065,0.6698257711395551,0.59702115955570667,0.60598529508676879,0.64223915222469785,0.64486193710022965,1.0,0.69757294740423159
