,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Cluster 11,Louvain,
0,2,2,4,4,5,5,8,8,8,8,2,
1,0,0,0,0,6,6,6,6,6,6,0,
2,1,1,1,1,1,1,1,1,1,1,1,
3,1,1,1,1,1,1,1,1,1,1,1,
4,2,2,4,5,5,5,8,9,9,9,4,
5,0,0,0,0,0,0,0,9,10,10,1,
6,0,3,3,3,3,3,3,3,3,3,2,
7,1,1,1,1,1,1,1,1,1,1,1,
8,1,1,1,1,1,1,1,1,1,1,1,
9,1,1,1,1,1,1,1,1,1,1,1,
10,1,1,1,1,1,1,1,1,1,1,1,
11,1,1,1,1,1,7,7,7,7,11,1,
12,1,1,1,1,1,1,1,1,1,1,1,
13,0,0,2,2,2,2,2,2,2,2,0,
14,2,2,4,4,4,4,4,4,4,4,3,
15,2,2,2,2,2,2,2,2,2,2,0,
16,2,2,2,2,2,2,2,2,2,2,0,
17,2,2,2,2,2,2,2,2,2,2,0,
18,1,1,1,1,1,2,1,1,2,2,0,
19,2,2,2,2,2,2,2,2,2,2,0,
20,0,0,0,5,5,5,5,9,9,9,4,
21,1,1,1,1,1,1,1,1,1,1,1,
22,2,2,2,2,2,2,2,2,2,2,0,
23,1,3,4,5,5,5,5,5,5,11,2,
24,1,1,1,1,1,1,1,1,1,1,1,
25,1,1,1,1,1,7,7,7,7,11,1,
26,2,3,2,2,2,2,6,2,6,6,0,
27,1,1,1,1,1,7,1,1,1,1,1,
28,0,3,3,3,3,3,3,3,3,3,2,
29,1,3,3,3,3,3,3,3,3,11,2,
30,0,3,3,3,3,3,3,3,3,3,2,
31,0,0,4,5,5,5,5,5,5,5,4,
32,0,3,0,5,5,7,7,5,5,5,0,
33,0,2,4,5,5,5,5,9,9,9,4,
34,1,1,1,1,1,7,7,5,5,11,3,
35,2,2,4,1,1,1,8,8,8,8,1,
36,1,1,1,1,1,1,1,1,1,1,1,
37,1,1,1,1,1,1,1,1,1,1,1,
38,0,3,3,3,3,3,3,3,3,3,2,
39,0,0,3,3,3,3,3,3,3,3,2,
40,2,2,4,4,4,4,4,4,4,4,3,
41,1,1,1,1,1,7,1,1,1,1,1,
42,2,3,4,4,4,4,4,4,4,4,3,
43,2,3,3,3,3,3,3,3,3,3,2,
44,1,1,1,1,4,4,4,4,4,4,3,
45,1,1,1,4,4,4,1,1,4,4,3,
46,1,1,1,1,1,1,1,1,1,1,1,
47,0,0,0,0,0,5,7,7,10,7,3,
48,1,1,1,1,1,7,1,1,1,1,1,
49,1,1,1,1,1,7,1,5,1,1,1,
50,0,3,3,3,3,3,3,3,3,3,2,
51,1,1,1,1,1,7,7,6,6,11,1,
52,1,1,1,5,5,5,5,9,9,9,4,
53,1,1,1,1,1,7,1,1,1,1,1,
54,99,99,99,99,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,99,99,99,99,
Modularity,0.0713066528021825,0.07533481535925816,0.09250773618430369,0.09908261687055245,0.10335071061786695,0.10226767523233729,0.08934557591594745,0.0925623401649449,0.09117320652608835,0.08709758700831338,0.10899058507829655,
NMI,0.26579301646675474,0.37422877997619752,0.56178432767817743,0.70146321690491054,0.75576722585087097,0.73640698119732506,0.66253403106889019,0.61959515042614455,0.74054892847832787,0.75157913374544039,1.0,
Silhoutte,0.14388551,0.15065582,0.18294731,0.17813034,0.15620953,0.10380923,0.15971724,0.15204999,0.1244696,0.1544967,0.12518894,
