,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Cluster 11,Louvain,LPA
0,2,3,3,3,3,7,3,3,3,3,2,0
1,0,0,4,4,6,6,6,6,6,6,1,1
2,0,3,3,3,3,7,3,3,3,3,2,0
3,1,1,4,4,4,7,7,7,7,7,3,2
4,2,3,3,3,3,3,3,3,3,3,2,0
5,0,0,0,0,0,0,0,0,6,10,1,3
6,0,0,0,0,6,0,6,0,10,10,1,3
7,1,1,1,1,1,1,1,1,1,1,2,4
8,1,1,1,1,1,1,1,1,1,1,4,4
9,99,99,99,99,99,99,99,99,99,99,99,99
10,1,1,1,1,1,1,1,1,1,3,2,4
11,1,1,1,1,1,1,1,1,1,1,4,4
12,1,1,1,1,1,7,1,1,1,1,2,4
13,2,2,2,2,6,6,2,5,6,10,1,1
14,2,2,2,2,2,2,2,2,2,2,1,5
15,2,2,2,2,2,2,2,2,2,2,1,5
16,2,2,2,2,2,2,2,2,2,2,1,1
17,2,2,2,2,2,2,2,2,2,2,1,5
18,2,2,2,2,2,2,2,2,2,2,1,5
19,2,2,2,2,2,2,2,2,2,2,1,5
20,2,2,2,2,2,4,4,4,4,4,1,0
21,2,2,2,2,2,2,2,2,2,2,1,5
22,2,2,2,2,2,2,2,2,2,2,1,5
23,0,0,0,3,3,6,8,9,9,9,4,3
24,1,3,1,1,1,7,7,7,7,7,2,2
25,1,1,1,1,1,1,1,1,1,1,4,4
26,2,2,4,4,6,6,6,6,6,6,1,1
27,1,1,1,1,1,1,1,1,1,1,4,4
28,1,3,3,3,6,3,3,6,10,11,3,6
29,1,1,1,3,1,1,1,1,10,11,4,6
30,0,3,3,3,4,3,3,6,10,11,3,6
31,0,0,4,4,4,4,4,4,4,4,3,0
32,0,0,0,3,4,3,3,8,10,11,4,6
33,0,0,4,4,4,4,4,4,4,4,3,0
34,1,1,1,1,1,1,1,1,1,1,4,4
35,2,3,3,3,3,3,3,3,3,3,2,0
36,1,1,1,1,1,1,1,1,1,1,4,4
37,1,1,1,1,1,7,7,1,1,1,2,2
38,0,3,3,3,2,0,8,8,8,8,4,3
39,0,0,0,0,0,0,8,8,8,8,4,3
40,0,3,3,5,5,5,5,5,5,5,4,7
41,1,1,1,1,1,1,1,1,1,1,4,4
42,0,3,3,5,5,5,5,5,5,5,4,7
43,1,3,3,5,6,6,6,6,10,6,4,6
44,1,1,1,5,5,5,5,5,5,5,4,4
45,1,1,1,5,5,5,5,5,5,5,4,4
46,0,0,4,4,4,7,7,7,7,7,3,2
47,0,3,2,3,3,4,8,9,9,9,4,3
48,1,1,1,1,1,1,1,1,1,1,4,4
49,1,1,1,1,1,1,1,1,1,1,4,4
50,0,0,0,0,6,6,6,6,10,6,1,6
51,1,1,1,1,1,1,1,1,1,1,4,4
52,0,3,0,3,3,4,4,4,4,4,4,0
53,1,1,1,1,1,1,1,1,1,1,4,4
54,99,99,99,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99,99,99,99
Modularity,0.10016383973748058,0.10943727389882515,0.10516139435402883,0.11267609419794754,0.1221192090785666,0.1060765594704352,0.11363315889273208,0.11391713165545544,0.11721508118096663,0.11100048005875195,0.13981272697822272,0.11379136627027069
NMI,0.34656074606914034,0.42732699000609942,0.45790569618444515,0.50504608581491217,0.49215381265856717,0.47677257023682984,0.51550820647620643,0.50599486009029859,0.51865932780491919,0.54989802266016297,1.0,0.4483406096240885
