,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Louvain,LPA
0,1,3,3,3,3,3,3,3,0,0
1,2,3,3,3,3,3,3,3,0,0
2,2,3,3,3,3,3,3,3,0,0
3,2,3,4,5,6,6,6,6,0,0
4,1,1,1,1,1,1,1,1,1,1
5,1,1,1,1,1,1,1,1,1,2
6,1,1,1,1,1,1,1,1,1,2
7,1,1,1,1,1,1,1,1,1,2
8,1,1,1,1,1,1,1,1,0,3
9,1,1,1,1,1,1,1,1,1,1
10,1,1,1,1,1,1,1,1,1,2
11,1,1,1,1,1,1,1,1,1,2
12,1,1,1,1,1,1,1,1,1,2
13,1,1,1,1,1,1,1,1,1,2
14,1,1,1,1,1,1,1,1,1,2
15,1,1,1,1,1,1,1,1,1,2
16,1,1,1,1,1,1,1,1,1,2
17,1,1,1,1,1,1,1,1,1,2
18,1,1,1,1,1,1,1,1,1,2
19,1,1,1,1,1,1,1,1,1,2
20,1,1,1,1,1,1,1,1,1,2
21,1,1,1,1,1,1,1,1,1,2
22,1,1,1,1,1,1,1,1,1,2
23,1,1,4,1,6,6,6,6,1,1
24,1,1,2,4,4,4,4,4,2,4
25,1,2,2,4,4,4,4,4,2,4
26,1,1,1,1,1,1,5,5,1,5
27,1,1,1,1,1,1,1,1,1,3
28,1,1,1,1,1,1,1,1,2,3
29,2,2,4,5,5,5,5,5,2,4
30,0,3,4,5,6,7,7,7,0,0
31,2,3,4,5,6,6,6,6,0,0
32,1,1,4,5,1,1,7,7,1,1
33,2,2,2,4,4,4,4,4,2,4
34,2,2,0,5,5,5,5,5,2,4
35,2,2,2,4,4,4,4,4,2,4
36,1,1,1,1,1,7,1,1,2,3
37,0,0,0,0,0,0,0,0,2,5
38,2,3,3,2,2,2,2,2,2,6
39,2,3,3,2,2,2,2,2,2,6
40,2,3,3,2,2,2,2,2,2,6
41,2,3,3,2,2,2,2,2,2,6
42,2,3,3,2,2,2,2,2,2,6
43,2,2,4,5,5,5,5,5,2,4
44,2,2,2,4,4,4,4,4,2,4
45,2,3,4,5,5,5,8,8,2,5
46,2,2,2,5,5,5,5,5,2,4
47,2,3,4,5,2,5,8,8,2,5
48,2,2,4,5,5,5,5,5,2,4
49,2,2,2,4,4,4,4,4,2,4
50,1,1,1,1,1,1,1,1,2,3
51,2,2,2,4,4,7,4,9,2,4
52,1,3,3,3,3,3,3,3,0,0
53,2,2,2,4,4,4,4,4,2,4
54,0,0,0,0,0,0,8,3,2,5
55,99,99,99,99,99,99,99,99,99,99
Modularity,0.131900572385721,0.14200685090820853,0.12770595524700395,0.13372975971951254,0.13517382664483743,0.13277629303701746,0.12934344442721718,0.12565614595010993,0.17477070330908617,0.12532723956233044
NMI,0.39718244834485356,0.50976091691782932,0.39146544796330812,0.48420604921370791,0.56637748413936639,0.55817357157365532,0.49139942247613894,0.45215992624605672,1.0,0.64802878778319117
