,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Cluster 11,Louvain,LPA
0,0,0,4,5,5,5,5,5,5,5,1,0
1,0,0,4,4,4,4,4,4,9,4,0,1
2,0,3,3,3,3,7,8,8,5,5,1,2
3,2,3,3,3,3,3,8,8,8,8,1,3
4,0,0,4,5,5,5,5,5,5,5,1,0
5,2,2,2,2,2,2,2,2,2,2,2,3
6,0,0,4,4,4,4,4,4,9,4,0,1
7,0,0,4,4,4,4,4,4,9,4,0,1
8,0,1,1,4,4,1,1,4,10,10,4,4
9,0,3,3,3,3,3,8,8,8,8,1,2
10,2,2,2,2,2,2,2,2,2,2,2,3
11,2,2,2,2,2,2,2,2,2,2,2,3
12,2,2,2,2,2,2,2,2,2,2,2,3
13,2,2,3,3,3,3,8,8,8,8,2,3
14,0,0,1,1,5,4,7,7,7,7,3,5
15,2,2,2,2,2,2,2,9,4,11,2,6
16,1,1,1,1,1,1,1,1,1,1,4,4
17,2,2,2,2,2,2,2,2,2,2,2,6
18,2,2,2,2,2,2,2,2,4,2,2,6
19,2,2,2,2,2,2,2,2,2,2,2,3
20,2,2,2,2,2,2,2,2,4,2,2,6
21,2,2,2,2,2,2,2,2,2,2,2,3
22,2,2,2,2,2,2,2,2,4,2,2,6
23,0,3,3,3,3,3,8,8,8,8,1,2
24,2,2,4,4,0,4,7,7,7,7,3,5
25,0,0,0,0,0,4,7,7,7,7,3,5
26,0,3,4,0,3,0,3,9,4,11,2,2
27,2,2,1,2,1,2,1,2,2,2,2,3
28,2,2,1,1,1,1,1,2,2,2,2,3
29,1,1,1,1,1,1,1,1,1,1,4,4
30,0,3,3,3,3,3,8,8,8,8,1,2
31,1,3,4,4,3,7,3,3,3,3,3,7
32,0,3,4,4,3,7,3,3,3,3,3,7
33,1,3,4,4,6,7,3,3,3,3,3,7
34,1,1,1,1,1,1,1,1,1,1,4,2
35,0,0,3,5,5,5,5,5,5,5,1,0
36,1,1,1,1,1,1,1,1,10,10,4,4
37,0,3,0,0,6,6,4,9,9,9,4,5
38,1,1,1,1,1,1,1,1,1,1,4,4
39,1,1,1,1,1,1,1,1,1,1,4,4
40,1,1,4,4,6,6,6,6,6,6,3,8
41,2,2,0,0,6,6,6,6,6,6,3,8
42,2,2,4,4,6,6,6,6,6,6,3,8
43,1,1,4,4,6,6,6,6,6,6,3,8
44,1,1,1,1,6,6,6,1,1,1,4,8
45,1,1,1,1,1,1,1,1,1,1,4,4
46,1,1,1,1,1,1,1,1,1,1,4,4
47,0,3,0,0,6,6,7,9,4,9,4,5
48,1,1,1,1,1,1,1,1,1,1,4,4
49,1,1,1,1,1,1,1,1,1,1,4,4
50,1,3,4,1,1,1,3,3,3,3,3,4
51,1,1,1,1,1,1,1,1,1,1,4,4
52,2,1,1,1,1,1,1,1,1,1,4,3
53,1,1,1,1,1,1,1,1,1,1,4,4
54,99,99,99,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99,99,99,99
Modularity,0.1216838802610114,0.13759134790257854,0.1254229674474207,0.13219391035990138,0.14364697063232743,0.1478193975937639,0.14681539277985392,0.14584480259638458,0.13437310650584622,0.14279079636774356,0.16804549189942028,0.12645443815417098
NMI,0.42495569018743351,0.55956944194649549,0.6081852727401833,0.62756440982712436,0.59214609693700493,0.66077838125805111,0.68109460938716859,0.77538983596602506,0.75280944760369106,0.8033528279337756,1.0,0.62634123990049828
