,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Cluster 11,Louvain,LPA
0,0,3,3,1,3,3,3,3,3,3,0,0
1,2,3,2,2,2,2,2,2,2,2,0,1
2,2,3,4,4,3,4,4,4,4,4,0,0
3,2,2,4,4,4,7,7,7,7,7,2,2
4,0,3,1,1,3,3,3,3,3,3,0,0
5,2,3,2,2,3,2,2,2,2,2,0,2
6,2,3,2,2,2,2,2,2,2,2,0,1
7,2,3,2,2,2,2,2,2,2,2,0,1
8,0,0,0,3,5,7,5,9,8,11,3,3
9,0,0,0,0,6,7,7,7,7,7,2,2
10,2,3,2,2,2,2,2,2,2,2,0,2
11,2,3,2,2,2,2,2,2,2,2,0,2
12,2,3,2,2,2,2,2,2,2,2,0,1
13,2,2,2,2,2,7,7,7,9,8,2,2
14,1,1,1,1,1,1,1,1,1,1,1,4
15,1,1,1,1,1,1,1,1,1,1,1,4
16,1,1,1,1,1,1,1,1,1,1,1,4
17,1,1,1,1,1,1,1,1,1,1,1,4
18,1,1,1,1,1,1,1,1,1,1,1,4
19,1,1,1,1,1,1,1,1,1,1,1,4
20,1,1,1,1,1,1,1,1,1,1,1,4
21,1,1,2,2,1,1,1,1,1,2,1,4
22,1,1,1,1,1,1,1,1,1,1,1,4
23,2,2,2,4,2,7,7,7,7,7,2,2
24,0,0,2,2,0,0,0,0,10,10,0,2
25,1,1,1,1,1,1,1,1,1,1,1,4
26,0,0,3,5,5,6,8,8,9,8,3,3
27,2,2,3,5,6,6,6,6,6,6,3,5
28,1,2,4,4,4,4,4,4,4,4,3,5
29,1,3,3,5,6,6,6,6,6,6,3,5
30,2,2,4,4,4,4,4,4,4,4,2,6
31,2,2,4,4,4,4,4,4,4,4,2,6
32,2,2,4,4,4,4,4,4,4,4,2,6
33,2,2,4,4,4,4,4,4,4,4,2,6
34,1,3,3,5,6,6,6,6,6,9,3,3
35,0,1,1,1,3,3,3,3,3,3,0,0
36,0,0,0,3,5,7,8,9,8,11,3,3
37,0,0,0,3,0,7,8,9,8,6,3,3
38,1,3,3,5,6,6,6,6,6,9,3,3
39,0,3,3,3,6,7,0,6,6,9,3,3
40,1,3,3,5,5,5,5,5,5,5,3,7
41,0,0,0,5,5,5,5,5,5,5,3,7
42,2,3,0,5,5,5,5,5,5,5,3,7
43,1,3,3,5,5,5,5,5,5,5,3,7
44,1,3,3,5,6,6,6,6,6,6,3,3
45,0,3,3,3,6,7,3,9,8,11,3,3
46,1,3,3,5,6,6,6,6,6,10,3,3
47,1,3,3,3,6,7,6,9,8,11,3,3
48,1,1,3,1,6,6,6,6,6,6,3,3
49,1,3,3,5,6,6,6,6,6,9,3,3
50,1,3,3,5,6,6,6,6,6,9,3,5
51,1,3,3,5,6,6,8,8,9,8,3,3
52,0,0,2,2,3,6,8,2,2,10,0,2
53,1,3,3,3,6,7,6,9,8,6,3,3
54,99,99,99,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99,99,99,99
Modularity,0.09678182496215357,0.11704954332330114,0.17768847916687305,0.19020331179465572,0.1929735466035154,0.18730274474489805,0.175006512984108,0.1902476198146583,0.1894660346565346,0.17061602657567665,0.23882858192957446,0.18623408693659518
NMI,0.40517972906320021,0.49929270650561092,0.58028863605951519,0.60263342971736578,0.69692861383016214,0.63976307461740212,0.66119794120382713,0.7224710206279682,0.70024211600246511,0.62097546540951898,1.0,0.74882697879109228
