,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Cluster 11,Louvain,LPA
0,0,1,1,1,1,2,7,6,6,6,0,0
1,1,0,3,3,6,6,6,1,10,10,0,1
2,0,0,0,0,6,7,7,6,6,6,0,0
3,1,1,3,3,3,3,3,3,3,3,2,2
4,1,1,1,1,1,1,1,6,6,6,0,0
5,1,1,1,1,1,1,1,1,8,6,0,2
6,1,1,3,3,6,6,8,1,10,10,0,1
7,1,1,1,1,1,1,1,1,8,8,0,2
8,0,0,0,5,5,5,5,5,5,11,3,3
9,1,1,1,1,1,1,1,8,1,1,0,2
10,1,1,4,1,1,1,4,1,8,8,0,2
11,0,3,0,5,5,7,7,7,7,7,3,3
12,1,1,4,4,4,4,4,4,4,4,1,1
13,1,3,3,3,3,3,3,3,3,3,2,2
14,1,1,4,4,4,4,4,4,4,4,1,1
15,1,2,4,4,4,4,4,4,4,4,1,1
16,1,1,4,1,4,4,1,1,4,4,0,2
17,1,1,4,4,4,4,4,4,4,4,1,1
18,1,1,4,4,4,4,4,4,4,4,1,1
19,2,2,4,4,4,4,4,4,4,4,1,1
20,1,1,4,4,4,4,4,4,4,4,1,1
21,1,1,4,4,1,4,8,1,10,10,0,1
22,0,0,4,4,4,4,4,4,4,4,1,1
23,0,3,3,3,6,6,8,2,8,8,2,2
24,2,3,3,3,3,3,3,3,3,3,2,4
25,1,1,3,3,3,3,3,3,3,3,2,2
26,1,3,3,3,3,3,3,3,3,3,2,4
27,2,2,2,1,1,1,1,8,1,2,0,0
28,2,3,3,3,3,3,3,3,3,3,2,0
29,2,2,2,2,6,6,6,2,2,2,3,0
30,1,1,1,1,1,1,1,8,1,1,0,2
31,0,0,0,0,0,7,7,7,7,7,3,3
32,1,1,1,1,1,1,1,8,1,1,0,2
33,1,1,1,1,1,1,1,8,1,1,0,2
34,2,2,2,2,2,2,2,9,9,9,3,0
35,2,2,1,1,6,6,6,6,6,6,0,0
36,2,2,2,1,1,1,5,5,5,11,3,0
37,1,1,0,5,5,5,5,5,5,5,3,3
38,1,1,1,0,5,5,5,0,0,5,3,3
39,2,2,2,2,6,6,6,2,2,9,3,3
40,2,3,2,2,2,2,2,9,9,9,3,0
41,0,1,1,2,2,2,2,9,9,9,3,3
42,2,2,2,2,2,2,2,9,9,9,3,3
43,2,3,3,3,3,3,3,3,3,3,2,4
44,2,2,2,2,6,6,6,2,2,2,3,0
45,2,3,3,3,3,3,3,3,3,3,2,4
46,2,2,2,5,6,6,6,2,2,2,3,0
47,1,2,2,5,5,5,5,5,5,11,3,3
48,1,1,4,5,5,5,5,5,5,5,3,3
49,2,2,2,2,6,6,6,2,2,2,3,0
50,2,3,3,3,3,3,3,3,3,3,2,4
51,2,2,2,1,6,6,6,2,2,2,3,0
52,1,0,4,2,2,7,7,7,7,7,3,3
53,2,2,2,5,6,6,6,2,2,2,3,0
54,99,99,99,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99,99,99,99
Modularity,0.05632146604372401,0.06204370752862719,0.10196630557588542,0.11371008276600585,0.11180049361442725,0.10551445285260955,0.10552711919134934,0.11278590068209182,0.10987325697129237,0.10649088216070947,0.14535766017232454,0.11152143330123808
NMI,0.10968706206480958,0.30790603693333224,0.55073157132974704,0.68098402813880121,0.64996851464818917,0.57516427091610911,0.6613993690192318,0.74460738072148502,0.70503436171157263,0.67473594027453976,1.0,0.57487573264064828
