,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Cluster 11,Louvain,LPA
0,0,3,3,3,6,6,6,6,6,6,5,0
1,0,3,3,3,6,6,6,6,6,6,5,1
2,2,2,4,2,2,2,2,2,2,2,4,2
3,2,2,2,2,2,2,2,2,2,2,4,3
4,0,3,3,3,6,6,6,6,6,6,5,0
5,0,0,2,4,4,4,4,4,9,4,4,1
6,1,1,1,1,6,6,6,4,9,4,5,1
7,0,0,0,4,6,7,7,7,7,7,0,1
8,0,0,0,4,6,7,7,7,7,7,0,1
9,2,2,2,2,2,2,2,2,8,2,4,3
10,2,2,2,4,4,4,4,4,9,4,4,3
11,0,1,2,4,4,4,4,9,4,9,4,1
12,2,2,2,4,4,4,4,4,9,4,4,1
13,2,2,2,2,2,2,4,2,9,2,4,3
14,1,3,3,3,3,3,3,3,3,3,1,4
15,1,3,3,3,3,3,3,3,3,3,1,4
16,0,0,3,3,3,3,3,9,10,10,1,1
17,1,3,3,3,3,3,3,3,3,3,1,4
18,1,3,3,3,3,3,3,3,3,3,1,4
19,0,3,3,3,3,3,3,3,3,11,1,1
20,1,3,3,3,3,3,3,3,3,3,1,4
21,1,3,3,3,3,4,4,4,9,4,1,1
22,99,99,99,99,99,99,99,99,99,99,99,99
23,2,2,2,2,2,7,8,8,8,8,4,3
24,2,2,2,2,2,2,8,8,8,8,4,3
25,2,2,2,1,1,1,1,8,8,8,4,3
26,1,3,3,3,3,3,3,3,3,3,1,4
27,1,1,1,1,1,1,1,1,1,1,3,5
28,1,1,1,1,1,1,1,1,1,1,3,5
29,1,1,1,1,1,1,1,1,1,1,3,5
30,2,2,2,2,2,2,2,2,2,2,4,2
31,2,2,2,2,2,2,2,2,2,2,4,2
32,2,2,2,2,2,2,2,2,2,2,4,2
33,1,1,1,1,1,1,1,1,1,1,3,5
34,1,1,1,1,1,1,1,1,1,1,3,6
35,0,3,3,3,6,6,6,6,6,6,5,0
36,2,2,4,5,5,7,7,7,7,7,0,6
37,2,2,4,5,5,5,5,5,5,5,0,7
38,1,1,1,1,1,1,1,1,1,1,3,6
39,2,2,4,5,5,5,5,5,5,5,0,7
40,1,1,1,1,1,1,1,1,4,1,3,8
41,1,1,1,1,1,1,1,1,4,1,3,8
42,0,1,2,4,4,7,0,9,4,9,3,8
43,1,1,1,1,5,5,5,9,4,0,3,8
44,2,2,4,5,5,5,5,5,5,5,0,7
45,2,2,4,5,5,5,5,5,5,5,0,7
46,0,0,4,4,4,7,8,9,10,10,4,6
47,2,2,4,5,5,5,5,5,5,5,0,7
48,1,1,1,1,1,1,1,1,1,1,3,5
49,1,1,1,1,1,1,1,1,1,1,3,5
50,1,1,1,1,1,1,1,1,10,11,3,6
51,1,1,1,1,1,1,8,8,8,8,3,6
52,0,0,0,0,0,0,0,9,4,9,4,1
53,1,1,1,1,1,1,1,1,1,1,3,6
54,99,99,99,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99,99,99,99
Modularity,0.1176419572563108,0.16020881242984106,0.19366393223681558,0.20012533697805332,0.20360559608477374,0.19709779621465184,0.19285443833192262,0.19158575784714446,0.17907178128701193,0.18095767388084422,0.23808242933216384,0.16837839168667498
NMI,0.47977984158017078,0.64274326236745394,0.73836792090903836,0.70091627787483934,0.76716484358403181,0.72520267346650658,0.72514959854929373,0.7126969954642457,0.67326281728430359,0.69401472553874499,1.0,0.63433941366262825
