,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Louvain,
0,2,2,2,5,5,5,0,
1,1,3,4,3,3,3,0,
2,2,2,4,4,5,5,0,
3,1,1,1,1,1,1,0,
4,2,2,2,5,5,5,0,
5,0,3,3,5,3,3,0,
6,1,3,4,3,3,3,0,
7,0,0,0,0,0,7,0,
8,1,1,1,1,1,7,0,
9,1,1,4,4,4,4,0,
10,0,3,3,3,4,4,0,
11,1,3,3,3,3,3,0,
12,0,3,3,3,3,3,0,
13,1,1,4,4,4,4,0,
14,2,2,2,2,2,2,1,
15,2,2,2,2,2,2,1,
16,0,0,0,0,6,6,1,
17,2,2,2,2,2,2,1,
18,2,2,2,2,2,2,1,
19,2,2,2,2,2,2,1,
20,2,2,2,2,2,2,1,
21,2,2,2,2,2,2,1,
22,1,1,1,1,1,1,1,
23,0,3,3,4,4,4,0,
24,0,3,3,3,6,6,0,
25,1,1,1,1,1,1,2,
26,2,2,2,2,2,2,1,
27,1,1,1,1,1,1,2,
28,1,1,1,1,1,1,2,
29,1,1,1,1,1,1,2,
30,0,0,4,4,4,4,0,
31,1,1,1,1,1,1,2,
32,1,1,4,4,4,4,0,
33,1,1,1,1,1,1,2,
34,1,1,1,1,1,1,2,
35,1,1,1,1,1,1,2,
36,1,1,1,1,1,1,2,
37,1,1,1,1,1,1,2,
38,1,1,1,1,1,1,2,
39,1,1,1,1,1,1,2,
40,1,1,1,1,1,1,2,
41,1,3,3,5,5,5,2,
42,1,1,1,1,1,1,2,
43,99,99,99,99,99,99,99,
44,1,1,1,1,1,1,2,
45,1,1,1,1,1,1,2,
46,1,1,1,1,1,1,2,
47,99,99,99,99,99,99,99,
48,1,1,1,1,1,1,2,
49,1,1,1,1,1,1,2,
50,1,1,1,1,1,1,2,
51,1,1,1,1,1,1,2,
52,1,1,1,1,1,1,2,
53,1,1,1,1,1,1,2,
54,99,99,99,99,99,99,99,
55,1,1,1,1,1,1,2,
Modularity,0.07927402999006607,0.09274943471547298,0.09937255019443483,0.10741276938189387,0.10577353007286895,0.1083144627475789,0.12879584113501386,
NMI,0.44350993014371604,0.45162741399359385,0.55434433772426084,0.61677775755050979,0.60614281126032155,0.63845164662222598,1.0,
Silhoutte,0.27353454,0.29891902,0.34156009,0.38962225,0.38046003,0.38620148,0.32055037,
