,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Cluster 11,Cluster 12,Louvain,
0,0,3,1,1,1,7,7,7,7,7,7,0,
1,2,2,2,2,3,2,2,5,5,5,5,2,
2,2,2,2,2,2,2,2,2,2,2,2,2,
3,2,2,2,2,2,2,2,2,2,2,2,2,
4,0,0,1,1,6,7,7,7,7,7,7,0,
5,0,3,3,5,6,6,5,5,5,5,5,1,
6,1,0,1,5,6,6,5,5,5,5,5,1,
7,0,0,3,0,6,6,6,6,6,6,6,4,
8,0,0,4,5,6,6,6,6,6,6,6,4,
9,2,2,2,2,2,2,2,2,2,2,2,2,
10,2,2,2,2,2,2,2,2,2,2,2,2,
11,0,0,0,0,6,6,0,9,9,9,9,3,
12,0,0,3,5,6,6,5,5,5,5,5,1,
13,2,2,2,2,2,2,2,2,2,2,2,2,
14,1,1,1,1,1,1,1,1,1,1,1,1,
15,1,1,1,1,1,1,1,1,1,1,1,1,
16,0,0,0,5,5,5,8,8,8,8,8,4,
17,1,1,1,1,1,1,1,1,1,1,1,1,
18,1,1,1,1,1,1,1,1,1,1,1,1,
19,1,1,0,0,1,6,7,7,10,10,10,1,
20,1,1,1,1,1,1,1,1,1,1,1,1,
21,1,1,1,1,1,1,1,1,1,1,1,1,
22,1,1,1,1,1,1,1,1,1,1,1,1,
23,2,2,2,2,2,2,2,2,2,2,2,2,
24,0,0,0,0,0,0,0,0,0,0,3,0,
25,0,1,0,5,5,5,6,6,5,11,11,4,
26,1,1,1,1,1,1,1,1,1,1,1,1,
27,0,0,0,0,0,5,7,7,10,10,10,1,
28,1,3,3,3,3,3,3,3,3,3,12,4,
29,1,3,4,3,4,4,4,4,4,3,12,4,
30,2,2,2,2,2,2,2,2,2,2,2,2,
31,2,2,2,2,2,2,2,2,2,2,2,2,
32,2,2,2,2,2,2,2,2,2,2,2,2,
33,2,2,2,2,2,2,2,2,2,2,2,2,
34,2,3,3,3,3,3,3,2,3,3,12,2,
35,0,0,1,1,1,7,7,7,7,7,7,0,
36,1,1,4,4,4,4,6,6,6,6,6,4,
37,1,1,4,4,4,4,4,4,4,4,4,4,
38,1,3,3,5,5,5,8,8,8,8,12,4,
39,2,3,4,5,5,5,8,8,8,8,8,4,
40,1,3,3,3,3,3,3,3,3,3,3,4,
41,0,0,3,3,3,3,3,3,3,3,3,4,
42,1,3,3,3,3,3,3,3,3,3,3,4,
43,1,3,3,3,3,3,3,3,3,3,3,4,
44,1,3,4,4,4,4,4,4,4,4,12,4,
45,0,3,3,5,5,5,8,8,8,8,8,4,
46,1,1,4,4,4,4,4,4,4,4,4,4,
47,1,1,4,4,4,4,4,4,4,4,4,4,
48,1,1,4,4,4,4,4,4,4,4,4,4,
49,1,1,4,4,4,4,4,4,4,4,4,4,
50,0,3,3,3,3,3,3,3,3,11,11,4,
51,1,3,3,5,5,5,8,8,8,11,11,4,
52,0,0,0,0,6,0,0,9,9,9,9,3,
53,1,1,4,4,4,4,4,4,4,4,4,4,
54,99,99,99,99,99,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,99,99,99,99,99,
Modularity,0.17874419038311723,0.2091525972123244,0.24209913415622739,0.24426270796396354,0.2535281100774569,0.25732084318699283,0.2577241245746878,0.2590107079309379,0.2549838608242417,0.253121215086978,0.24145623019379556,0.298367091005445,
NMI,0.49954345284373919,0.46947496382408355,0.60611503341846085,0.59350490006766055,0.59981882031609846,0.67071483091956186,0.71240953684789354,0.73204062871961784,0.69958132042339904,0.71239614219406222,0.68286501841795988,1.0,
Silhoutte,0.01326525,0.05649461,0.10890178,0.14014715,0.15367674,0.21088061,0.23133258,0.24765085,0.30392523,0.3221462,0.31924125,0.14175637,
