,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Louvain,LPA
0,1,1,1,1,1,1,1,0,0
1,1,3,3,5,5,5,8,2,0
2,1,1,1,1,1,1,1,0,0
3,1,1,4,4,4,4,4,1,0
4,1,1,1,1,1,1,1,0,0
5,1,1,1,1,1,1,1,0,1
6,1,1,1,1,1,1,1,0,1
7,1,1,1,1,1,1,1,0,1
8,1,1,1,1,1,7,7,0,2
9,1,1,1,1,1,1,1,0,0
10,1,1,1,1,1,1,1,0,1
11,1,1,1,1,1,1,1,0,1
12,1,1,1,1,1,1,1,0,1
13,1,1,1,1,1,1,1,0,3
14,1,1,1,1,1,1,1,0,1
15,1,1,1,1,1,1,1,0,0
16,1,1,1,1,1,1,1,0,3
17,1,1,1,1,1,1,1,0,1
18,1,1,1,1,1,1,1,0,1
19,1,1,1,1,1,1,1,0,1
20,1,1,1,1,1,1,1,0,1
21,1,1,1,1,1,1,1,0,1
22,1,1,1,1,1,1,1,0,1
23,0,0,4,4,4,4,4,1,0
24,2,2,2,2,2,3,3,2,2
25,2,3,3,3,3,3,3,2,3
26,0,3,3,3,3,3,3,2,4
27,2,2,1,2,2,2,2,2,3
28,2,2,2,2,2,2,2,2,3
29,2,2,2,2,2,2,2,2,5
30,2,2,2,5,5,5,5,2,3
31,0,0,4,5,5,5,5,2,6
32,0,0,4,5,5,5,5,2,6
33,2,2,2,2,2,2,2,2,5
34,2,2,2,2,2,2,3,2,2
35,1,1,4,4,4,4,4,1,3
36,0,2,2,5,6,7,7,2,2
37,2,2,2,2,2,2,2,2,2
38,2,2,2,2,2,2,2,2,2
39,2,2,2,2,2,2,2,2,5
40,1,2,2,2,6,6,6,2,6
41,1,1,1,1,6,6,6,2,6
42,2,2,2,2,2,2,6,2,5
43,1,3,3,3,3,3,3,2,4
44,2,2,2,2,2,2,2,2,2
45,0,3,3,3,3,3,3,2,4
46,0,0,0,0,0,7,8,0,6
47,2,2,2,2,2,2,2,2,2
48,2,2,2,2,2,2,2,2,5
49,2,2,2,2,2,2,2,2,5
50,2,3,3,3,3,3,3,2,4
51,2,3,3,3,3,7,7,2,2
52,1,1,1,1,1,1,1,2,3
53,2,2,2,2,2,2,2,2,5
54,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99
Modularity,0.08499085987985425,0.10769929937980398,0.10683288633017313,0.1046514990101709,0.10765154017889411,0.10564561047210233,0.10091023738314188,0.12829419856496596,0.05502521328535726
NMI,0.42401187855613587,0.52432961039523274,0.60007334210475927,0.66383167686451161,0.67896922151797234,0.62032010636274715,0.59398681506163442,1.0,0.38402888016166969
