,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Cluster 11
0,0,3,1,5,5,5,5,5,5,5
1,0,0,0,2,2,7,7,9,9,9
2,0,3,0,5,2,5,5,5,5,5
3,1,1,3,3,3,3,1,1,1,1
4,1,2,1,5,1,5,5,5,5,5
5,1,2,1,1,1,1,1,1,8,8
6,0,1,2,2,2,7,7,9,9,9
7,1,1,1,1,1,1,1,8,8,8
8,0,0,0,5,5,2,8,7,10,10
9,1,2,1,1,1,1,1,1,1,1
10,1,1,1,1,1,1,1,1,8,8
11,0,0,0,0,6,7,7,6,7,7
12,1,1,4,4,4,4,4,4,4,4
13,1,1,3,3,3,3,3,3,3,3
14,1,1,4,4,4,4,4,4,4,4
15,1,1,4,4,4,4,4,4,4,4
16,1,2,4,4,1,1,1,1,4,4
17,1,1,4,4,4,4,4,4,4,4
18,1,1,4,4,4,4,4,4,4,4
19,2,1,4,4,4,4,4,4,4,4
20,1,1,4,4,4,4,4,4,4,4
21,1,1,1,1,1,7,7,9,9,9
22,0,1,4,4,4,4,4,4,4,4
23,1,3,3,3,3,3,2,8,8,8
24,2,3,3,3,3,3,3,3,3,3
25,1,1,3,3,3,3,3,1,1,3
26,1,3,3,3,3,3,3,3,3,3
27,2,2,2,2,1,1,1,1,1,2
28,2,2,2,2,1,1,1,1,3,3
29,2,2,2,2,1,6,1,2,2,2
30,1,2,1,1,1,1,1,1,1,1
31,0,0,0,0,0,7,7,7,7,7
32,1,2,1,1,1,1,1,1,1,1
33,1,2,1,1,1,1,1,1,1,1
34,2,2,2,2,6,6,6,6,6,6
35,2,2,1,5,2,5,5,5,5,5
36,2,2,2,2,6,6,8,7,10,10
37,1,1,0,0,5,2,8,7,10,11
38,1,1,1,0,0,2,8,7,0,11
39,2,1,2,2,6,6,6,2,2,2
40,2,3,2,2,6,6,6,6,6,6
41,0,3,2,2,6,6,6,6,6,6
42,2,3,2,2,6,6,6,6,6,6
43,2,3,3,3,3,3,3,3,3,3
44,2,2,2,2,2,6,2,2,2,2
45,2,3,3,3,3,3,3,3,3,3
46,2,2,2,2,2,2,2,2,2,2
47,2,1,2,5,5,2,8,7,10,10
48,1,1,4,4,5,2,8,7,10,11
49,2,2,2,2,2,6,2,2,2,2
50,2,3,3,3,3,3,3,3,3,3
51,2,2,2,5,2,5,5,2,2,2
52,1,0,0,0,6,7,7,6,7,7
53,2,2,2,2,2,7,7,2,2,2
54,99,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99,99
