,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Cluster 11,Louvain,LPA
0,0,3,1,5,5,5,5,5,5,5,1,0
1,0,0,0,2,2,7,7,9,9,9,1,0
2,0,3,0,5,2,5,5,5,5,5,1,0
3,1,1,3,3,3,3,1,1,1,1,1,1
4,1,2,1,5,1,5,5,5,5,5,1,0
5,1,2,1,1,1,1,1,1,8,8,1,1
6,0,1,2,2,2,7,7,9,9,9,1,0
7,1,1,1,1,1,1,1,8,8,8,1,1
8,0,0,0,5,5,2,8,7,10,10,3,2
9,1,2,1,1,1,1,1,1,1,1,1,1
10,1,1,1,1,1,1,1,1,8,8,1,1
11,0,0,0,0,6,7,7,6,7,7,3,2
12,1,1,4,4,4,4,4,4,4,4,0,3
13,1,1,3,3,3,3,3,3,3,3,2,1
14,1,1,4,4,4,4,4,4,4,4,0,3
15,1,1,4,4,4,4,4,4,4,4,0,3
16,1,2,4,4,1,1,1,1,4,4,1,1
17,1,1,4,4,4,4,4,4,4,4,0,3
18,1,1,4,4,4,4,4,4,4,4,0,3
19,2,1,4,4,4,4,4,4,4,4,0,3
20,1,1,4,4,4,4,4,4,4,4,0,3
21,1,1,1,1,1,7,7,9,9,9,1,0
22,0,1,4,4,4,4,4,4,4,4,0,3
23,1,3,3,3,3,3,2,8,8,8,2,1
24,2,3,3,3,3,3,3,3,3,3,2,4
25,1,1,3,3,3,3,3,1,1,3,1,1
26,1,3,3,3,3,3,3,3,3,3,2,4
27,2,2,2,2,1,1,1,1,1,2,1,5
28,2,2,2,2,1,1,1,1,3,3,3,1
29,2,2,2,2,1,6,1,2,2,2,3,1
30,1,2,1,1,1,1,1,1,1,1,1,1
31,0,0,0,0,0,7,7,7,7,7,3,2
32,1,2,1,1,1,1,1,1,1,1,1,1
33,1,2,1,1,1,1,1,1,1,1,1,1
34,2,2,2,2,6,6,6,6,6,6,1,5
35,2,2,1,5,2,5,5,5,5,5,1,0
36,2,2,2,2,6,6,8,7,10,10,3,5
37,1,1,0,0,5,2,8,7,10,11,3,2
38,1,1,1,0,0,2,8,7,0,11,3,2
39,2,1,2,2,6,6,6,2,2,2,3,2
40,2,3,2,2,6,6,6,6,6,6,3,5
41,0,3,2,2,6,6,6,6,6,6,3,5
42,2,3,2,2,6,6,6,6,6,6,3,5
43,2,3,3,3,3,3,3,3,3,3,2,4
44,2,2,2,2,2,6,2,2,2,2,3,5
45,2,3,3,3,3,3,3,3,3,3,2,4
46,2,2,2,2,2,2,2,2,2,2,3,5
47,2,1,2,5,5,2,8,7,10,10,3,2
48,1,1,4,4,5,2,8,7,10,11,3,2
49,2,2,2,2,2,6,2,2,2,2,3,5
50,2,3,3,3,3,3,3,3,3,3,2,4
51,2,2,2,5,2,5,5,2,2,2,3,5
52,1,0,0,0,6,7,7,6,7,7,3,2
53,2,2,2,2,2,7,7,2,2,2,3,5
54,99,99,99,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99,99,99,99
Modularity,0.07213668902838466,0.09165481270173353,0.11477533395832616,0.11477275577738545,0.11698934651738739,0.13110385154256,0.1246102047156273,0.1208414767798982,0.12099897786352423,0.11826724421173158,0.14866543379617184,0.12809729021282687
NMI,0.13396649191949592,0.27465579845401245,0.55809417470217648,0.55423080462186969,0.56808764812285784,0.59966088670337936,0.56275887019516713,0.69766832467505258,0.63544780985644755,0.56798006068688589,1.0,0.65578492819649858
