,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Louvain,LPA
0,2,2,2,2,2,2,2,2,2,0,0
1,2,2,2,2,2,2,2,2,2,0,0
2,2,2,2,2,2,2,2,2,2,0,0
3,2,3,3,3,3,3,3,3,3,4,1
4,2,2,2,2,2,2,2,2,10,0,2
5,2,2,2,2,0,6,8,0,10,0,2
6,2,2,2,2,2,2,2,2,2,0,0
7,2,2,2,2,2,2,2,2,2,0,0
8,0,0,0,0,6,7,7,7,7,0,2
9,0,3,3,3,5,5,5,5,5,4,1
10,2,2,2,2,6,6,6,6,6,0,2
11,1,1,1,1,6,6,6,6,6,8,2
12,2,2,2,2,2,2,2,2,2,0,0
13,0,3,3,5,5,5,5,5,5,4,1
14,2,3,3,5,5,5,5,5,5,4,1
15,2,2,4,4,4,4,4,4,4,1,3
16,0,0,0,5,6,0,0,7,10,1,2
17,2,2,4,4,4,4,4,4,4,1,3
18,2,2,4,4,4,4,4,4,4,1,3
19,2,2,4,4,4,4,4,9,9,1,3
20,1,1,4,4,4,4,4,4,4,1,3
21,1,1,4,4,4,4,4,4,4,1,3
22,99,99,99,99,99,99,99,99,99,99,99
23,0,0,0,5,5,5,5,5,5,4,1
24,1,1,1,5,5,5,5,5,5,8,1
25,99,99,99,99,99,99,99,99,99,99,99
26,2,2,4,5,5,5,5,5,5,1,1
27,1,1,1,1,1,1,1,9,9,8,4
28,1,1,1,1,1,1,1,1,1,8,4
29,1,1,1,1,1,1,1,1,1,8,4
30,0,3,3,3,3,3,3,3,3,4,1
31,0,3,3,3,3,3,3,3,3,4,1
32,1,3,3,3,3,3,3,3,3,4,1
33,1,1,1,1,1,1,1,1,1,8,4
34,99,99,99,99,99,99,99,99,99,99,99
35,2,2,2,2,2,2,2,2,10,0,2
36,1,1,1,1,6,7,7,7,7,8,2
37,1,3,4,4,4,4,8,8,8,8,2
38,1,1,4,1,1,1,8,8,8,8,4
39,1,1,1,1,1,1,1,1,1,8,4
40,1,1,1,1,1,1,1,1,1,8,4
41,99,99,99,99,99,99,99,99,99,99,99
42,99,99,99,99,99,99,99,99,99,99,99
43,1,1,1,1,1,1,1,1,1,8,4
44,1,1,1,1,1,1,1,1,1,8,4
45,1,1,1,1,1,1,1,1,1,8,4
46,0,3,3,4,4,4,8,8,8,8,2
47,99,99,99,99,99,99,99,99,99,99,99
48,99,99,99,99,99,99,99,99,99,99,99
49,1,1,1,1,1,1,1,1,1,8,4
50,1,1,1,1,1,1,1,1,1,8,4
51,1,1,1,1,1,1,1,1,1,8,4
52,1,1,1,1,1,1,1,9,9,8,4
53,1,1,1,1,1,1,1,1,1,8,4
54,99,99,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99,99,99
Modularity,0.14004710429412504,0.15660181303005444,0.20333730225463986,0.20879194137263393,0.1954761443605451,0.1949042370316485,0.19073736846743064,0.17320823286797532,0.16351814255425373,0.23046369767806474,0.19466905517606714
NMI,0.48606217912222921,0.62829477290921432,0.76721197086641824,0.75238675181184111,0.65131298696693984,0.66567478962635851,0.68078102871042812,0.63654190448063064,0.62511119001234483,1.0,0.68171702719536587
