,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Cluster 11,Cluster 12,Louvain,
0,1,1,4,4,4,4,3,9,9,9,9,0,
1,0,0,0,0,6,6,6,6,10,10,10,1,
2,1,1,1,1,1,1,1,1,1,9,9,0,
3,1,3,3,3,3,3,3,3,3,3,3,1,
4,0,0,4,4,4,4,8,9,9,9,9,0,
5,1,1,1,1,1,1,1,1,1,1,1,0,
6,2,0,0,0,6,6,6,6,10,10,10,1,
7,1,1,1,1,1,1,1,1,1,1,1,0,
8,0,0,4,4,4,4,7,9,9,9,9,2,
9,1,3,3,3,3,3,3,3,3,3,3,1,
10,1,1,1,1,1,1,1,1,1,1,1,0,
11,1,3,3,3,3,4,8,8,8,8,8,0,
12,1,1,1,1,1,1,1,1,1,1,1,0,
13,2,3,3,3,3,3,3,3,3,3,3,1,
14,2,3,3,3,6,6,6,6,6,6,6,1,
15,1,1,1,1,1,1,1,1,1,1,1,0,
16,1,1,1,1,1,1,1,1,1,1,1,0,
17,1,1,1,1,1,1,1,1,1,1,1,0,
18,1,1,1,1,1,1,1,1,1,1,1,0,
19,1,1,1,1,1,1,1,1,1,1,1,0,
20,1,1,1,1,1,1,1,1,1,1,1,0,
21,1,3,3,3,3,3,3,3,3,3,3,1,
22,1,1,1,1,1,1,1,1,1,1,1,0,
23,2,3,3,3,3,3,3,3,3,3,3,1,
24,0,0,0,0,6,6,6,6,6,6,6,1,
25,0,0,0,0,6,6,6,6,6,6,6,1,
26,2,3,3,3,3,3,3,3,3,11,7,1,
27,2,2,2,2,2,2,2,2,2,2,2,2,
28,2,2,2,2,2,2,2,2,2,2,2,2,
29,2,2,2,2,2,2,2,2,2,2,2,2,
30,2,2,2,2,2,2,2,2,2,2,2,2,
31,0,0,4,4,4,7,7,7,7,4,4,2,
32,2,2,2,2,2,2,2,2,2,2,2,2,
33,0,0,4,4,4,7,7,7,7,4,4,2,
34,2,2,2,2,2,2,2,2,2,2,2,2,
35,1,1,1,1,1,1,1,1,1,1,1,0,
36,0,0,0,5,5,7,7,9,7,11,9,2,
37,0,0,0,5,5,7,7,7,7,7,11,2,
38,2,2,2,2,2,2,2,2,2,2,2,2,
39,2,2,3,2,2,7,8,9,2,2,12,2,
40,2,2,4,5,5,5,5,5,5,5,5,2,
41,0,0,0,5,5,5,5,5,5,5,5,2,
42,0,0,0,5,5,5,5,5,5,5,5,2,
43,0,3,4,5,5,4,4,4,4,11,7,2,
44,2,2,2,2,2,2,2,2,2,2,2,2,
45,2,2,2,2,2,2,2,2,2,2,2,2,
46,2,3,4,4,4,4,8,8,8,8,8,2,
47,0,0,0,5,5,7,7,9,7,7,11,2,
48,2,2,2,2,2,2,2,2,2,2,2,2,
49,2,2,2,2,2,2,2,2,2,2,2,2,
50,2,2,2,2,2,2,4,4,4,2,2,2,
51,0,0,4,4,4,4,4,4,4,11,7,2,
52,0,0,0,0,0,0,0,0,0,0,0,2,
53,0,0,4,4,0,4,4,4,4,11,12,2,
54,99,99,99,99,99,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,99,99,99,99,99,
Modularity,0.13408399792368064,0.17329508815578934,0.165273261658554,0.1767919001749548,0.173567258599467,0.1757893061632764,0.16512687118232555,0.16736990056866366,0.17362590523543409,0.1718851359466009,0.1651122012227879,0.22245381972638667,
NMI,0.43712431408339025,0.54825585954408207,0.54481883017208776,0.6319509827875045,0.65680149789545494,0.66612071135116713,0.64263347902312895,0.63742154989298883,0.65395471528780813,0.60999675882325022,0.592676200555873,1.0,
Silhoutte,0.07614932,0.14004141,0.15574182,0.17487066,0.16680483,0.22038729,0.20765877,0.22706821,0.27056573,0.30041067,0.28642397,0.10317267,
