,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Louvain,LPA
0,2,2,2,2,2,2,2,2,2,0,0
1,2,2,2,2,2,2,2,2,2,0,0
2,2,2,2,2,2,2,2,2,2,0,0
3,0,3,3,3,3,3,3,3,3,3,1
4,2,2,2,2,2,2,4,2,10,0,2
5,0,0,0,0,0,0,0,0,0,0,2
6,2,2,2,2,2,2,2,2,2,0,0
7,2,2,2,2,2,2,2,2,2,0,0
8,0,0,0,0,6,6,6,6,6,0,2
9,0,3,3,3,3,3,3,3,3,3,1
10,2,2,2,2,2,7,7,7,7,0,2
11,1,1,1,1,1,7,7,7,7,7,2
12,2,2,2,2,2,2,2,2,2,0,0
13,0,3,3,5,5,5,5,5,5,3,1
14,2,3,3,5,5,5,5,5,5,3,1
15,2,2,4,4,4,4,4,4,4,3,3
16,0,0,0,0,0,0,0,9,10,7,2
17,2,2,4,4,4,4,4,4,4,3,3
18,2,2,4,4,4,4,4,4,4,3,3
19,2,2,4,4,4,4,4,4,4,3,3
20,2,2,4,4,4,4,4,4,4,3,3
21,1,1,4,4,4,4,4,4,4,3,3
22,99,99,99,99,99,99,99,99,99,99,99
23,0,0,0,5,5,5,5,5,5,3,1
24,1,1,1,5,5,5,5,5,5,7,1
25,99,99,99,99,99,99,99,99,99,99,99
26,0,0,0,5,5,5,5,5,5,3,1
27,1,1,1,1,1,1,1,1,1,7,4
28,1,1,1,1,1,1,1,1,1,7,4
29,1,1,1,1,1,1,1,1,1,7,4
30,0,3,3,3,3,3,3,3,3,3,1
31,0,3,3,3,3,3,3,3,3,3,1
32,1,3,3,3,3,3,3,3,3,3,1
33,1,1,1,1,1,1,1,1,1,7,4
34,99,99,99,99,99,99,99,99,99,99,99
35,2,2,2,2,2,2,2,1,10,0,2
36,1,1,1,1,6,6,6,6,6,7,2
37,0,3,4,4,4,4,8,8,8,7,2
38,1,1,1,1,1,1,1,1,1,7,4
39,1,1,1,1,1,1,1,1,1,7,4
40,1,1,1,1,1,1,1,1,1,7,4
41,99,99,99,99,99,99,99,99,99,99,99
42,99,99,99,99,99,99,99,99,99,99,99
43,1,1,1,1,1,1,1,1,1,7,4
44,1,1,1,1,1,1,1,1,1,7,4
45,1,1,1,1,1,1,1,1,1,7,4
46,0,3,4,4,4,4,8,8,8,7,2
47,99,99,99,99,99,99,99,99,99,99,99
48,99,99,99,99,99,99,99,99,99,99,99
49,1,1,1,1,1,1,1,1,1,7,4
50,1,1,1,1,1,1,1,1,1,7,4
51,1,1,1,1,1,1,1,1,1,7,4
52,1,1,1,1,1,1,1,9,9,7,2
53,1,1,1,1,1,1,1,1,1,7,4
54,99,99,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99,99,99
Modularity,0.1605303686513478,0.17033757855018516,0.20934828928656457,0.20781743513062587,0.2051789945104181,0.1956249266009325,0.18766404086757535,0.19137987983082336,0.1829263322371522,0.22948264244645167,0.18859729393980718
NMI,0.43551948651307654,0.49074298819808998,0.67610380968202055,0.66248919410591767,0.63109311714079264,0.58976092448056294,0.59866571406534597,0.59797450548228859,0.60887934998626547,1.0,0.64812106017746984
