,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Cluster 11,Louvain,LPA
0,2,2,2,2,6,6,6,6,6,6,1,0
1,0,0,0,0,0,0,8,8,8,8,1,1
2,2,2,2,2,6,6,6,6,6,6,1,0
3,2,3,3,3,4,4,7,9,9,9,0,2
4,2,2,2,2,6,6,6,6,6,6,1,0
5,0,0,4,4,3,7,4,4,4,4,1,3
6,0,0,0,0,0,3,8,8,8,8,1,1
7,0,3,4,4,3,3,3,3,3,3,1,4
8,0,3,4,4,3,3,3,3,3,3,1,4
9,0,3,3,3,4,4,7,9,9,9,0,2
10,0,0,4,4,3,7,4,4,4,4,1,4
11,0,3,4,4,3,7,4,4,4,4,1,4
12,0,3,4,4,3,7,4,4,4,4,1,4
13,0,0,4,3,4,4,7,9,9,9,0,2
14,2,2,2,2,2,2,2,2,2,2,2,5
15,2,2,2,2,2,2,2,2,2,2,2,5
16,2,2,2,2,2,2,2,2,2,2,2,5
17,2,2,2,2,2,2,2,2,2,2,2,5
18,2,2,2,2,2,2,2,2,2,2,2,5
19,0,2,2,2,2,2,0,9,7,9,2,5
20,2,2,2,2,2,2,2,2,2,2,2,5
21,2,3,4,4,3,2,2,2,2,2,2,5
22,99,99,99,99,99,99,99,99,99,99,99,99
23,1,3,3,3,4,4,7,9,9,9,0,2
24,1,1,1,5,5,5,5,5,5,7,5,3
25,1,1,1,5,5,5,5,5,5,5,5,6
26,2,2,2,2,2,2,2,2,2,2,2,5
27,2,2,2,2,2,2,2,2,2,2,2,5
28,1,1,1,1,1,1,1,1,1,1,5,7
29,1,1,1,1,1,1,1,1,1,1,5,7
30,2,3,3,1,1,1,1,1,1,1,5,7
31,2,3,3,1,1,1,1,1,1,1,5,3
32,2,3,3,1,1,1,4,7,10,10,5,3
33,1,1,1,5,5,5,5,5,5,5,5,6
34,1,1,1,5,5,5,5,7,10,10,5,3
35,2,2,2,2,6,6,6,6,6,6,1,0
36,1,1,1,4,3,3,3,3,3,3,1,4
37,0,0,4,5,3,4,7,7,7,11,8,3
38,1,1,1,5,5,5,5,5,5,5,5,6
39,1,1,1,5,5,5,5,5,5,5,5,6
40,1,1,1,1,1,1,1,1,1,1,5,7
41,1,1,1,5,5,5,5,5,5,5,5,6
42,99,99,99,99,99,99,99,99,99,99,99,99
43,1,3,3,1,1,1,1,1,1,1,5,7
44,99,99,99,99,99,99,99,99,99,99,99,99
45,99,99,99,99,99,99,99,99,99,99,99,99
46,1,1,1,5,5,5,5,5,5,5,5,6
47,0,0,0,4,0,3,3,7,7,11,8,3
48,1,1,1,5,5,5,5,1,1,5,5,7
49,1,3,3,1,1,1,1,1,1,1,5,7
50,1,1,1,5,5,5,5,5,5,5,5,6
51,1,1,1,5,5,5,5,5,5,5,5,6
52,0,0,0,0,0,0,0,0,4,5,1,3
53,1,1,1,5,5,5,5,5,5,5,5,6
54,2,3,3,1,1,1,1,1,1,1,5,7
55,99,99,99,99,99,99,99,99,99,99,99,99
Modularity,0.15846946747363783,0.14664952447030588,0.17364830070656656,0.18296656345925869,0.18289197619799671,0.1803309549819963,0.17270639990195505,0.175742555748831,0.17892639837030064,0.17200523778533772,0.2012776091594225,0.17241005329686304
NMI,0.4232078149599256,0.4803099690305529,0.55598416572920706,0.67365392116916611,0.75419630818215744,0.77742418377499856,0.71591439170098026,0.74046257121034575,0.77606979139202925,0.72530917200639788,1.0,0.73067004965282645
