,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Cluster 11,Louvain,
0,0,0,4,4,4,4,4,4,4,4,3,
1,0,0,0,2,0,7,8,8,8,8,0,
2,0,3,4,4,4,4,4,4,4,4,3,
3,1,3,3,3,5,5,7,3,3,7,2,
4,0,0,4,4,4,4,4,4,4,4,3,
5,1,1,1,1,1,1,1,1,1,1,1,
6,2,2,2,2,2,7,8,8,8,8,0,
7,1,1,3,2,6,7,8,8,8,8,0,
8,0,0,0,0,6,6,6,6,6,6,4,
9,0,3,3,5,3,7,7,3,3,7,2,
10,1,3,1,1,1,7,7,3,3,7,2,
11,1,1,1,1,1,1,1,1,1,1,1,
12,1,1,1,1,1,1,1,1,1,1,1,
13,1,3,3,5,3,7,7,3,3,7,2,
14,1,1,1,1,1,1,1,9,9,9,1,
15,1,1,1,1,1,1,1,1,1,1,1,
16,1,1,1,1,1,1,1,1,1,1,1,
17,1,1,1,1,1,1,1,1,1,1,1,
18,1,1,1,1,1,1,1,1,1,1,1,
19,1,1,1,1,1,1,1,1,1,1,1,
20,1,1,1,1,1,1,1,1,1,1,1,
21,1,1,1,1,1,1,1,1,1,1,1,
22,1,1,1,1,1,1,1,1,1,1,1,
23,0,3,3,5,3,7,7,3,3,7,2,
24,2,3,3,5,3,3,3,9,9,3,2,
25,0,0,0,5,3,3,3,9,9,9,2,
26,2,3,3,5,3,3,3,2,9,3,2,
27,2,2,2,2,2,2,2,2,2,2,4,
28,2,2,2,3,5,5,5,5,5,5,4,
29,2,2,2,2,2,2,2,2,2,2,4,
30,2,3,3,3,5,5,5,5,5,5,2,
31,2,3,3,3,5,5,5,5,5,5,2,
32,2,3,3,3,5,5,5,5,5,5,2,
33,2,3,3,3,5,5,5,5,5,5,2,
34,2,2,2,2,2,2,2,2,2,2,4,
35,0,3,4,4,4,4,4,4,4,4,3,
36,0,0,0,0,6,6,6,6,6,6,4,
37,0,0,0,0,0,6,0,0,10,10,4,
38,0,0,0,0,0,0,0,0,0,0,4,
39,2,2,2,2,2,2,2,7,7,2,4,
40,2,2,2,2,2,2,6,7,7,11,4,
41,1,3,3,2,6,6,6,7,7,11,4,
42,0,3,3,2,6,6,6,7,7,11,4,
43,2,2,2,5,3,3,3,2,2,3,2,
44,2,2,2,2,2,2,2,2,2,2,4,
45,0,0,0,0,0,0,0,6,0,9,4,
46,2,2,2,2,2,2,2,2,2,2,4,
47,0,3,0,0,6,6,6,6,10,10,4,
48,2,2,2,2,2,2,2,2,2,2,4,
49,2,2,2,2,2,2,2,2,2,2,4,
50,2,2,2,2,2,2,2,2,2,2,4,
51,2,2,2,2,2,2,2,2,2,2,4,
52,2,2,2,2,2,2,2,2,2,2,4,
53,2,2,2,2,2,2,2,2,2,2,4,
54,99,99,99,99,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,99,99,99,99,
Modularity,0.10178709165056254,0.10379423567584505,0.11844001973761963,0.12738465539270213,0.11816318527458437,0.13133396243280696,0.12851683547903542,0.12113616051118618,0.12194242364584258,0.12106621463854625,0.14695915627740935,
NMI,0.3723666229552236,0.54802311395894066,0.63065255190394565,0.74384576980577199,0.70192745865900363,0.76458612344719568,0.79596196934792562,0.70247168744479305,0.70941502687718072,0.72683950512998152,1.0,
Silhoutte,0.07568187,0.07841269,0.12466275,0.13921018,0.14969187,0.18858243,0.19968762,0.21451954,0.2542136,0.26519023,0.12967898,
