,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Cluster 11,Cluster 12,Louvain,LPA
0,1,3,1,3,6,6,6,6,10,10,10,4,0
1,2,3,3,3,6,6,6,6,9,9,9,4,0
2,2,3,3,5,5,5,5,5,5,5,5,4,0
3,2,3,3,5,5,5,5,5,9,9,9,4,0
4,0,3,3,3,6,6,6,6,10,10,10,4,0
5,0,0,4,4,4,4,4,4,4,4,4,2,1
6,0,1,1,3,6,6,6,6,9,9,9,4,0
7,0,0,4,4,4,7,7,7,7,7,7,0,2
8,0,0,4,4,4,7,7,7,7,7,7,0,2
9,2,2,2,5,6,7,7,9,6,6,6,2,1
10,2,2,4,4,4,4,4,4,4,4,4,2,1
11,0,1,4,4,4,4,4,4,4,4,4,2,1
12,1,1,4,4,4,4,4,4,4,4,4,2,1
13,2,2,2,4,4,4,4,9,6,6,6,2,1
14,1,3,3,3,3,3,3,3,3,3,3,2,3
15,1,3,3,3,3,3,3,3,3,3,3,2,3
16,0,0,0,0,0,0,8,8,8,8,8,2,2
17,1,3,3,3,3,3,3,3,3,3,3,2,3
18,1,3,3,3,3,3,3,3,3,3,3,2,3
19,0,0,0,0,0,0,0,0,0,11,11,2,2
20,1,3,3,3,3,3,3,3,3,3,3,2,3
21,1,1,4,4,4,4,4,4,4,4,4,2,1
22,99,99,99,99,99,99,99,99,99,99,99,99,99
23,2,2,2,4,6,7,7,9,6,6,6,2,1
24,2,2,2,4,6,7,6,9,6,6,6,2,1
25,2,3,3,5,5,1,1,9,9,9,9,4,0
26,1,3,3,3,3,3,3,3,3,3,3,2,3
27,1,1,1,1,1,1,1,1,1,1,1,3,4
28,1,1,1,1,1,1,1,1,1,1,1,3,4
29,1,1,1,1,1,1,1,1,1,1,1,3,4
30,2,2,3,5,5,5,5,5,5,5,5,4,0
31,2,2,2,5,5,5,5,5,5,5,5,4,0
32,2,2,4,5,5,5,5,5,5,5,5,4,0
33,1,1,1,1,1,1,1,1,1,1,1,3,4
34,1,1,1,1,1,1,1,1,1,1,1,3,4
35,0,3,3,3,6,6,6,6,10,10,10,4,0
36,2,2,2,2,5,7,7,7,7,7,7,0,2
37,2,2,2,2,2,2,2,2,2,2,2,0,5
38,1,1,1,1,1,1,1,1,1,1,1,3,4
39,2,2,2,2,2,2,2,2,2,2,2,0,5
40,1,1,1,1,4,1,1,1,1,1,1,3,2
41,0,0,0,0,4,0,0,0,0,0,0,3,2
42,0,0,0,0,0,0,0,0,0,0,0,3,2
43,1,1,1,1,6,6,6,4,4,10,10,3,2
44,2,2,2,2,2,2,2,2,2,2,2,0,5
45,2,2,2,2,2,2,2,2,2,2,2,0,5
46,1,1,1,1,1,1,8,8,8,8,8,2,4
47,2,2,2,2,2,2,2,2,2,2,2,0,5
48,1,1,1,1,1,1,1,1,1,1,1,3,4
49,1,1,1,1,1,1,1,1,1,1,1,3,4
50,0,0,0,0,0,0,8,8,8,11,11,3,3
51,1,1,1,1,1,1,1,1,1,1,1,3,4
52,0,0,0,0,0,0,0,0,0,11,12,2,2
53,1,1,1,1,1,1,1,1,1,1,1,3,4
54,99,99,99,99,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99,99,99,99,99
Modularity,0.09788166319396396,0.13406939537449553,0.1590684861177143,0.22489006699159098,0.19953438683206554,0.21503683265320317,0.21425406329567634,0.21808955838030894,0.21103725196678302,0.21154677839498578,0.21181152246817056,0.2597794378192856,0.23441521976840682
NMI,0.24399236233121785,0.34500439048075643,0.40523169327582464,0.5891703012626387,0.5127418943957367,0.60644582554001936,0.60244153621335772,0.6660942261879309,0.68140565065721093,0.70679725293110396,0.70699128348943507,1.0,0.66129877735935205
